previewOnset,blockOnset,cue,trialStart,ISI,foodPic,foodNum,cond,likingRating,foodOnset,ratingOnset,effortOnset,foodDuration,ratingDuration,effortDuration,respCue,respRating,respEffort,rtCue,rtRating,rtEffort
229.62280306,232.640910393999,CHOOSE,19735.905656318,1,Donuts07.jpg,20,CHOOSE,1,257.786148277999,262.788530261998,265.306420809997,5.00238198399893,2.51789054799883,2.5178066840017,NULL,NULL,NULL,NaN,NaN,NaN
267.874266192997,270.892355758999,CHOOSE,19752.023279432,1,Donuts24.jpg,22,CHOOSE,4,273.910530883997,278.9128733,281.430707969997,5.00234241600265,2.51783466999768,2.51795743100229,NULL,NULL,NULL,NaN,NaN,NaN
267.874266192997,270.892355758999,CHOOSE,19763.100364297,1,IceCream12.jpg,24,CHOOSE,1,284.982419011998,289.984751305998,292.502718395997,5.00233229399964,2.51796708999973,2.51774829400165,NULL,NULL,NULL,NaN,NaN,NaN
267.874266192997,270.892355758999,CHOOSE,19774.174190378,1,Donuts09.jpg,23,CHOOSE,4,296.054296627997,301.056794327997,303.574556385,5.00249769999937,2.51776205700298,2.51781753499745,NULL,NULL,NULL,NaN,NaN,NaN
306.12572154,309.143902854998,CHOOSE,19790.274783112,1,Donuts01.jpg,26,CHOOSE,4,312.161921294999,317.164287296,319.682305247999,5.00236600100106,2.51801795199935,2.51774653199755,NULL,NULL,NULL,NaN,NaN,NaN
306.12572154,309.143902854998,CHOOSE,19801.352845876,1,Cookies24.jpg,27,CHOOSE,1,323.233955568998,328.236200718999,330.754106696997,5.00224515000082,2.51790597799845,2.51784495600077,NULL,NULL,NULL,NaN,NaN,NaN
306.12572154,309.143902854998,CHOOSE,19812.425664097,1,Donuts21.jpg,25,CHOOSE,4,334.305940099999,339.308123588999,341.825986970998,5.00218348899944,2.51786338199963,2.51802472800046,NULL,NULL,NULL,NaN,NaN,NaN
344.393985422998,347.412054429999,CHOOSE,19828.542603839,1,IceCream01.jpg,28,CHOOSE,4,350.430127021998,355.432532205999,357.950375261997,5.00240518400096,2.51784305599722,2.51791094900182,NULL,NULL,NULL,NaN,NaN,NaN
344.393985422998,347.412054429999,CHOOSE,19839.622585576,1,Cookies25.jpg,30,CHOOSE,0,361.501992354999,366.504465362999,369.022300315999,5.00247300800038,2.51783495299969,2.51779202000034,NULL,NULL,NULL,NaN,NaN,NaN
344.393985422998,347.412054429999,CHOOSE,19850.702108679,1,IceCream19.jpg,29,CHOOSE,4,372.590664148,377.592939636997,380.11089059,5.00227548899784,2.51795095300258,2.51780892299939,NULL,NULL,NULL,NaN,NaN,NaN
